Date,ExchangeRate,CurrencyCode
2023-02-27,8.2818,HKD
2023-02-27,1.9558,BGN
2023-02-27,379.9300,HUF
2023-02-27,87.3360,INR
2023-02-28,7.3663,CNY
2023-02-28,87.7205,INR
2023-02-28,8.3351,HKD
2023-02-28,0.9947,CHF
2023-02-28,5.5280,BRL
2023-02-28,1.9558,BGN
2023-02-28,1.4411,CAD
2023-02-28,3.8821,ILS
2023-02-28,23.4970,CZK
2023-02-28,7.4443,DKK
2023-02-28,377.6800,HUF
2023-02-28,16193.4200,IDR
2023-02-28,152.3000,ISK
2023-02-28,1.5760,AUD
2023-02-28,0.8770,GBP
2023-03-01,1.5776,AUD
2023-03-01,88.0848,INR
2023-03-01,23.4260,CZK
2023-03-01,7.4431,DKK
2023-03-01,1.9558,BGN
2023-03-01,373.5800,HUF
2023-03-01,8.3866,HKD
2023-03-01,0.8857,GBP
2023-03-01,1.4531,CAD
2023-03-01,16273.4300,IDR
2023-03-01,3.8729,ILS
2023-03-01,7.3349,CNY
2023-03-01,5.5535,BRL
2023-03-01,151.7000,ISK
2023-03-01,0.9997,CHF
2023-03-02,1.4448,CAD
2023-03-02,23.4870,CZK
2023-03-02,1.5773,AUD
2023-03-02,16246.6300,IDR
2023-03-02,0.8879,GBP
2023-03-02,7.3285,CNY
2023-03-02,7.4417,DKK
2023-03-02,87.5365,INR
2023-03-02,151.1000,ISK
2023-03-02,1.9558,BGN
2023-03-02,374.6300,HUF
2023-03-02,5.5242,BRL
2023-03-02,0.9988,CHF
2023-03-02,8.3244,HKD
2023-03-02,3.8674,ILS
2023-03-03,5.5248,BRL
2023-03-03,7.4412,DKK
2023-03-03,1.5728,AUD
2023-03-03,86.9185,INR
2023-03-03,23.5080,CZK
2023-03-03,378.7100,HUF
2023-03-03,16256.4600,IDR
2023-03-03,150.3000,ISK
2023-03-03,3.8913,ILS
2023-03-03,8.3325,HKD
2023-03-03,1.9558,BGN
2023-03-03,0.9958,CHF
2023-03-03,1.4437,CAD
2023-03-03,0.8853,GBP
2023-03-03,7.3326,CNY
2023-03-04,16256.4600,IDR
2023-03-04,3.8913,ILS
2023-03-04,8.3325,HKD
2023-03-04,86.9185,INR
2023-03-04,0.9958,CHF
2023-03-04,7.3326,CNY
2023-03-04,23.5080,CZK
2023-03-04,1.5728,AUD
2023-03-04,378.7100,HUF
2023-03-04,1.4437,CAD
2023-03-04,1.9558,BGN
2023-03-04,7.4412,DKK
2023-03-04,150.3000,ISK
2023-03-04,5.5248,BRL
2023-03-04,0.8853,GBP
2023-03-05,0.8853,GBP
2023-03-05,378.7100,HUF
2023-03-05,7.4412,DKK
2023-03-05,86.9185,INR
2023-03-05,3.8913,ILS
2023-03-05,0.9958,CHF
2023-03-05,16256.4600,IDR
2023-03-05,5.5248,BRL
2023-03-05,23.5080,CZK
2023-03-05,1.5728,AUD
2023-03-05,1.4437,CAD
2023-03-05,150.3000,ISK
2023-03-05,1.9558,BGN
2023-03-05,8.3325,HKD
2023-03-05,7.3326,CNY
2023-03-06,7.3802,CNY
2023-03-06,7.4423,DKK
2023-03-06,87.1445,INR
2023-03-06,1.9558,BGN
2023-03-06,3.8230,ILS
2023-03-06,377.0000,HUF
2023-03-06,23.5450,CZK
2023-03-06,0.8863,GBP
2023-03-06,0.9947,CHF
2023-03-06,1.4493,CAD
2023-03-06,149.7000,ISK
2023-03-06,1.5807,AUD
2023-03-06,16326.0600,IDR
2023-03-06,5.5356,BRL
2023-03-06,8.3570,HKD
2023-03-07,377.3800,HUF
2023-03-07,5.5224,BRL
2023-03-07,16403.7900,IDR
2023-03-07,7.4426,DKK
2023-03-07,1.6002,AUD
2023-03-07,149.9000,ISK
2023-03-07,1.4552,CAD
2023-03-07,7.3975,CNY
2023-03-07,0.8897,GBP
2023-03-07,0.9959,CHF
2023-03-07,23.4950,CZK
2023-03-07,3.8504,ILS
2023-03-07,1.9558,BGN
2023-03-07,87.2625,INR
2023-03-07,8.3719,HKD
2023-03-08,23.5850,CZK
2023-03-08,149.9000,ISK
2023-03-08,1.5978,AUD
2023-03-08,1.9558,BGN
2023-03-08,86.4210,INR
2023-03-08,7.4412,DKK
2023-03-08,0.8907,GBP
2023-03-08,8.2777,HKD
2023-03-08,1.4499,CAD
2023-03-08,3.7861,ILS
2023-03-08,7.3315,CNY
2023-03-08,5.4510,BRL
2023-03-08,0.9931,CHF
2023-03-08,16290.5200,IDR
2023-03-08,379.8700,HUF
2023-03-09,5.4202,BRL
2023-03-09,0.9911,CHF
2023-03-09,86.6215,INR
2023-03-09,7.4421,DKK
2023-03-09,1.4574,CAD
2023-03-09,1.5965,AUD
2023-03-09,23.6260,CZK
2023-03-09,1.9558,BGN
2023-03-09,149.9000,ISK
2023-03-09,3.8079,ILS
2023-03-09,7.3515,CNY
2023-03-09,8.2848,HKD
2023-03-09,379.1000,HUF
2023-03-09,16294.3000,IDR
2023-03-09,0.8881,GBP
2023-03-10,1.6064,AUD
2023-03-10,7.3594,CNY
2023-03-10,0.9824,CHF
2023-03-10,86.9375,INR
2023-03-10,0.8826,GBP
2023-03-10,8.3095,HKD
2023-03-10,23.6350,CZK
2023-03-10,1.9558,BGN
2023-03-10,150.1000,ISK
2023-03-10,5.5037,BRL
2023-03-10,383.6500,HUF
2023-03-10,16402.9500,IDR
2023-03-10,7.4425,DKK
2023-03-10,3.8118,ILS
2023-03-10,1.4643,CAD
2023-03-11,0.9824,CHF
2023-03-11,3.8118,ILS
2023-03-11,86.9375,INR
2023-03-11,0.8826,GBP
2023-03-11,150.1000,ISK
2023-03-11,383.6500,HUF
2023-03-11,1.6064,AUD
2023-03-11,23.6350,CZK
2023-03-11,5.5037,BRL
2023-03-11,1.4643,CAD
2023-03-11,16402.9500,IDR
2023-03-11,1.9558,BGN
2023-03-11,8.3095,HKD
2023-03-11,7.4425,DKK
2023-03-11,7.3594,CNY
2023-03-12,5.5037,BRL
2023-03-12,1.4643,CAD
2023-03-12,86.9375,INR
2023-03-12,7.4425,DKK
2023-03-12,7.3594,CNY
2023-03-12,0.8826,GBP
2023-03-12,150.1000,ISK
2023-03-12,1.6064,AUD
2023-03-12,23.6350,CZK
2023-03-12,383.6500,HUF
2023-03-12,8.3095,HKD
2023-03-12,0.9824,CHF
2023-03-12,16402.9500,IDR
2023-03-12,3.8118,ILS
2023-03-12,1.9558,BGN
2023-03-13,150.9000,ISK
2023-03-13,23.7470,CZK
2023-03-13,7.4444,DKK
2023-03-13,1.4745,CAD
2023-03-13,1.9558,BGN
2023-03-13,390.9500,HUF
2023-03-13,1.6066,AUD
2023-03-13,16497.9000,IDR
2023-03-13,88.0460,INR
2023-03-13,7.3413,CNY
2023-03-13,8.3963,HKD
2023-03-13,5.6256,BRL
2023-03-13,0.8837,GBP
2023-03-13,3.8814,ILS
2023-03-13,0.9750,CHF
2023-03-14,151.1000,ISK
2023-03-14,1.9558,BGN
2023-03-14,7.4447,DKK
2023-03-14,5.6136,BRL
2023-03-14,23.7910,CZK
2023-03-14,0.8805,GBP
2023-03-14,8.4248,HKD
2023-03-14,391.5000,HUF
2023-03-14,1.6052,AUD
2023-03-14,3.8937,ILS
2023-03-14,0.9784,CHF
2023-03-14,16492.9900,IDR
2023-03-14,1.4689,CAD
2023-03-14,88.4310,INR
2023-03-14,7.3758,CNY
2023-03-15,150.3000,ISK
2023-03-15,397.5000,HUF
2023-03-15,3.8330,ILS
2023-03-15,0.8724,GBP
2023-03-15,1.9558,BGN
2023-03-15,7.4446,DKK
2023-03-15,87.3125,INR
2023-03-15,7.2865,CNY
2023-03-15,0.9727,CHF
2023-03-15,8.2796,HKD
2023-03-15,23.9420,CZK
2023-03-15,16352.5300,IDR
2023-03-15,5.5672,BRL
2023-03-15,1.4504,CAD
2023-03-15,1.5888,AUD
2023-03-16,1.4565,CAD
2023-03-16,7.3045,CNY
2023-03-16,3.8890,ILS
2023-03-16,7.4476,DKK
2023-03-16,1.5932,AUD
2023-03-16,150.1000,ISK
2023-03-16,8.3165,HKD
2023-03-16,396.4300,HUF
2023-03-16,5.6005,BRL
2023-03-16,24.0110,CZK
2023-03-16,0.9820,CHF
2023-03-16,1.9558,BGN
2023-03-16,16365.2100,IDR
2023-03-16,0.8782,GBP
2023-03-16,87.7298,INR
2023-03-17,8.3387,HKD
2023-03-17,5.5872,BRL
2023-03-17,1.4584,CAD
2023-03-17,3.9057,ILS
2023-03-17,16332.0200,IDR
2023-03-17,7.4450,DKK
2023-03-17,0.8749,GBP
2023-03-17,7.3117,CNY
2023-03-17,1.5874,AUD
2023-03-17,149.3000,ISK
2023-03-17,23.9480,CZK
2023-03-17,395.9300,HUF
2023-03-17,0.9858,CHF
2023-03-17,1.9558,BGN
2023-03-17,87.7870,INR
2023-03-18,23.9480,CZK
2023-03-18,395.9300,HUF
2023-03-18,0.9858,CHF
2023-03-18,0.8749,GBP
2023-03-18,1.9558,BGN
2023-03-18,5.5872,BRL
2023-03-18,8.3387,HKD
2023-03-18,16332.0200,IDR
2023-03-18,7.3117,CNY
2023-03-18,3.9057,ILS
2023-03-18,1.4584,CAD
2023-03-18,87.7870,INR
2023-03-18,1.5874,AUD
2023-03-18,7.4450,DKK
2023-03-18,149.3000,ISK
2023-03-19,3.9057,ILS
2023-03-19,5.5872,BRL
2023-03-19,0.9858,CHF
2023-03-19,1.4584,CAD
2023-03-19,149.3000,ISK
2023-03-19,87.7870,INR
2023-03-19,7.4450,DKK
2023-03-19,23.9480,CZK
2023-03-19,0.8749,GBP
2023-03-19,1.9558,BGN
2023-03-19,1.5874,AUD
2023-03-19,8.3387,HKD
2023-03-19,395.9300,HUF
2023-03-19,16332.0200,IDR
2023-03-19,7.3117,CNY
2023-03-20,16453.3800,IDR
2023-03-20,0.8756,GBP
2023-03-20,0.9928,CHF
2023-03-20,3.9359,ILS
2023-03-20,8.4038,HKD
2023-03-20,1.4669,CAD
2023-03-20,399.2100,HUF
2023-03-20,1.9558,BGN
2023-03-20,7.3739,CNY
2023-03-20,7.4450,DKK
2023-03-20,5.6183,BRL
2023-03-20,150.1000,ISK
2023-03-20,1.5978,AUD
2023-03-20,88.4900,INR
2023-03-20,23.9880,CZK
2023-03-21,391.5800,HUF
2023-03-21,150.1000,ISK
2023-03-21,8.4547,HKD
2023-03-21,1.6136,AUD
2023-03-21,3.9370,ILS
2023-03-21,89.0308,INR
2023-03-21,16490.7500,IDR
2023-03-21,1.9558,BGN
2023-03-21,23.8460,CZK
2023-03-21,0.8803,GBP
2023-03-21,1.4726,CAD
2023-03-21,0.9970,CHF
2023-03-21,5.6491,BRL
2023-03-21,7.4058,CNY
2023-03-21,7.4465,DKK
2023-03-22,1.4782,CAD
2023-03-22,0.9960,CHF
2023-03-22,1.6132,AUD
2023-03-22,149.9000,ISK
2023-03-22,16465.0800,IDR
2023-03-22,23.7220,CZK
2023-03-22,1.9558,BGN
2023-03-22,89.0800,INR
2023-03-22,8.4636,HKD
2023-03-22,5.6683,BRL
2023-03-22,7.4238,CNY
2023-03-22,388.5500,HUF
2023-03-22,0.8792,GBP
2023-03-22,3.9207,ILS
2023-03-22,7.4472,DKK
2023-03-23,1.9558,BGN
2023-03-23,3.9371,ILS
2023-03-23,149.9000,ISK
2023-03-23,1.6242,AUD
2023-03-23,8.5396,HKD
2023-03-23,7.4482,DKK
2023-03-23,23.6580,CZK
2023-03-23,89.4810,INR
2023-03-23,16450.6300,IDR
2023-03-23,0.9969,CHF
2023-03-23,1.4875,CAD
2023-03-23,5.6995,BRL
2023-03-23,7.4312,CNY
2023-03-23,384.7500,HUF
2023-03-23,0.8852,GBP
2023-03-24,0.8794,GBP
2023-03-24,1.4816,CAD
2023-03-24,150.1000,ISK
2023-03-24,16316.0500,IDR
2023-03-24,1.9558,BGN
2023-03-24,3.8755,ILS
2023-03-24,7.3826,CNY
2023-03-24,23.6820,CZK
2023-03-24,386.8000,HUF
2023-03-24,1.6189,AUD
2023-03-24,7.4519,DKK
2023-03-24,5.7298,BRL
2023-03-24,0.9874,CHF
2023-03-24,88.5650,INR
2023-03-24,8.4344,HKD
2023-03-25,1.6189,AUD
2023-03-25,5.7298,BRL
2023-03-25,16316.0500,IDR
2023-03-25,150.1000,ISK
2023-03-25,7.4519,DKK
2023-03-25,88.5650,INR
2023-03-25,1.4816,CAD
2023-03-25,1.9558,BGN
2023-03-25,386.8000,HUF
2023-03-25,7.3826,CNY
2023-03-25,0.8794,GBP
2023-03-25,0.9874,CHF
2023-03-25,3.8755,ILS
2023-03-25,8.4344,HKD
2023-03-25,23.6820,CZK
2023-03-26,23.6820,CZK
2023-03-26,88.5650,INR
2023-03-26,0.8794,GBP
2023-03-26,5.7298,BRL
2023-03-26,7.3826,CNY
2023-03-26,1.6189,AUD
2023-03-26,0.9874,CHF
2023-03-26,386.8000,HUF
2023-03-26,16316.0500,IDR
2023-03-26,7.4519,DKK
2023-03-26,3.8755,ILS
2023-03-26,1.4816,CAD
2023-03-26,8.4344,HKD
2023-03-26,150.1000,ISK
2023-03-26,1.9558,BGN
2023-03-27,7.4131,CNY
2023-03-27,0.9875,CHF
2023-03-27,1.4769,CAD
2023-03-27,8.4566,HKD
2023-03-27,0.8782,GBP
2023-03-27,88.6672,INR
2023-03-27,385.3000,HUF
2023-03-27,5.6362,BRL
2023-03-27,7.4515,DKK
2023-03-27,16319.1600,IDR
2023-03-27,1.9558,BGN
2023-03-27,23.7320,CZK
2023-03-27,1.6204,AUD
2023-03-27,149.9000,ISK
2023-03-27,3.8412,ILS
2023-03-28,0.9947,CHF
2023-03-28,1.4803,CAD
2023-03-28,7.4554,CNY
2023-03-28,3.8409,ILS
2023-03-28,382.9500,HUF
2023-03-28,8.5100,HKD
2023-03-28,148.1000,ISK
2023-03-28,16353.4000,IDR
2023-03-28,1.6219,AUD
2023-03-28,23.6680,CZK
2023-03-28,7.4492,DKK
2023-03-28,1.9558,BGN
2023-03-28,89.0640,INR
2023-03-28,5.6080,BRL
2023-03-28,0.8794,GBP
2023-03-29,7.4679,CNY
2023-03-29,16335.1700,IDR
2023-03-29,7.4495,DKK
2023-03-29,1.6252,AUD
2023-03-29,1.4739,CAD
2023-03-29,379.8000,HUF
2023-03-29,0.9973,CHF
2023-03-29,0.8799,GBP
2023-03-29,23.6310,CZK
2023-03-29,3.8709,ILS
2023-03-29,5.5958,BRL
2023-03-29,148.7000,ISK
2023-03-29,8.5147,HKD
2023-03-29,89.2985,INR
2023-03-29,1.9558,BGN
2023-03-30,1.6263,AUD
2023-03-30,380.6300,HUF
2023-03-30,0.9963,CHF
2023-03-30,16376.0400,IDR
2023-03-30,89.3575,INR
2023-03-30,0.8816,GBP
2023-03-30,8.5455,HKD
2023-03-30,7.4493,DKK
2023-03-30,23.5470,CZK
2023-03-30,1.9558,BGN
2023-03-30,1.4740,CAD
2023-03-30,3.9055,ILS
2023-03-30,5.5531,BRL
2023-03-30,148.1000,ISK
2023-03-30,7.4898,CNY
2023-03-31,0.8792,GBP
2023-03-31,3.9284,ILS
2023-03-31,8.5367,HKD
2023-03-31,7.4763,CNY
2023-03-31,89.3995,INR
2023-03-31,1.9558,BGN
2023-03-31,5.5158,BRL
2023-03-31,16300.1900,IDR
2023-03-31,23.4920,CZK
2023-03-31,7.4485,DKK
2023-03-31,379.5000,HUF
2023-03-31,0.9968,CHF
2023-03-31,148.3000,ISK
2023-03-31,1.6268,AUD
2023-03-31,1.4737,CAD
2023-04-01,379.5000,HUF
2023-04-01,3.9284,ILS
2023-04-01,89.3995,INR
2023-04-01,148.3000,ISK
2023-04-01,8.5367,HKD
2023-04-01,0.8792,GBP
2023-04-01,16300.1900,IDR
2023-04-01,7.4485,DKK
2023-04-01,1.6268,AUD
2023-04-01,1.9558,BGN
2023-04-01,5.5158,BRL
2023-04-01,0.9968,CHF
2023-04-01,1.4737,CAD
2023-04-01,7.4763,CNY
2023-04-01,23.4920,CZK
2023-04-02,7.4485,DKK
2023-04-02,89.3995,INR
2023-04-02,5.5158,BRL
2023-04-02,3.9284,ILS
2023-04-02,1.6268,AUD
2023-04-02,1.4737,CAD
2023-04-02,16300.1900,IDR
2023-04-02,1.9558,BGN
2023-04-02,0.8792,GBP
2023-04-02,7.4763,CNY
2023-04-02,8.5367,HKD
2023-04-02,0.9968,CHF
2023-04-02,379.5000,HUF
2023-04-02,148.3000,ISK
2023-04-02,23.4920,CZK
2023-04-03,0.8779,GBP
2023-04-03,16269.1300,IDR
2023-04-03,23.4400,CZK
2023-04-03,1.4628,CAD
2023-04-03,0.9949,CHF
2023-04-03,378.8400,HUF
2023-04-03,89.4710,INR
2023-04-03,149.7000,ISK
2023-04-03,1.9558,BGN
2023-04-03,1.6080,AUD
2023-04-03,7.4832,CNY
2023-04-03,7.4504,DKK
2023-04-03,5.4786,BRL
2023-04-03,8.5328,HKD
2023-04-03,3.9055,ILS
2023-04-04,7.4513,DKK
2023-04-04,149.3000,ISK
2023-04-04,1.6154,AUD
2023-04-04,376.8300,HUF
2023-04-04,8.5569,HKD
2023-04-04,0.9954,CHF
2023-04-04,23.4180,CZK
2023-04-04,7.5034,CNY
2023-04-04,0.8733,GBP
2023-04-04,16251.4800,IDR
2023-04-04,1.9558,BGN
2023-04-04,1.4641,CAD
2023-04-04,5.5121,BRL
2023-04-04,89.5900,INR
2023-04-04,3.8855,ILS
2023-04-05,3.9226,ILS
2023-04-05,7.4498,DKK
2023-04-05,5.5497,BRL
2023-04-05,149.7000,ISK
2023-04-05,1.6325,AUD
2023-04-05,376.1900,HUF
2023-04-05,8.5877,HKD
2023-04-05,89.7215,INR
2023-04-05,23.4290,CZK
2023-04-05,0.9901,CHF
2023-04-05,0.8769,GBP
2023-04-05,16330.9000,IDR
2023-04-05,1.9558,BGN
2023-04-05,7.5265,CNY
2023-04-05,1.4719,CAD
2023-04-06,5.5096,BRL
2023-04-06,16290.6300,IDR
2023-04-06,1.6312,AUD
2023-04-06,3.9261,ILS
2023-04-06,376.1000,HUF
2023-04-06,0.8750,GBP
2023-04-06,1.9558,BGN
2023-04-06,7.4510,DKK
2023-04-06,1.4704,CAD
2023-04-06,7.5014,CNY
2023-04-06,89.3655,INR
2023-04-06,23.4090,CZK
2023-04-06,0.9878,CHF
2023-04-06,8.5682,HKD
2023-04-06,149.7000,ISK
2023-04-07,7.5014,CNY
2023-04-07,1.9558,BGN
2023-04-07,3.9261,ILS
2023-04-07,0.9878,CHF
2023-04-07,1.6312,AUD
2023-04-07,23.4090,CZK
2023-04-07,5.5096,BRL
2023-04-07,8.5682,HKD
2023-04-07,89.3655,INR
2023-04-07,376.1000,HUF
2023-04-07,0.8750,GBP
2023-04-07,16290.6300,IDR
2023-04-07,1.4704,CAD
2023-04-07,149.7000,ISK
2023-04-07,7.4510,DKK
2023-04-08,149.7000,ISK
2023-04-08,1.9558,BGN
2023-04-08,89.3655,INR
2023-04-08,376.1000,HUF
2023-04-08,7.5014,CNY
2023-04-08,1.4704,CAD
2023-04-08,5.5096,BRL
2023-04-08,3.9261,ILS
2023-04-08,7.4510,DKK
2023-04-08,0.9878,CHF
2023-04-08,0.8750,GBP
2023-04-08,23.4090,CZK
2023-04-08,1.6312,AUD
2023-04-08,16290.6300,IDR
2023-04-08,8.5682,HKD
2023-04-09,0.9878,CHF
2023-04-09,5.5096,BRL
2023-04-09,0.8750,GBP
2023-04-09,23.4090,CZK
2023-04-09,376.1000,HUF
2023-04-09,1.4704,CAD
2023-04-09,16290.6300,IDR
2023-04-09,1.9558,BGN
2023-04-09,3.9261,ILS
2023-04-09,89.3655,INR
2023-04-09,7.4510,DKK
2023-04-09,8.5682,HKD
2023-04-09,1.6312,AUD
2023-04-09,7.5014,CNY
2023-04-09,149.7000,ISK
2023-04-10,376.1000,HUF
2023-04-10,0.9878,CHF
2023-04-10,16290.6300,IDR
2023-04-10,89.3655,INR
2023-04-10,8.5682,HKD
2023-04-10,3.9261,ILS
2023-04-10,149.7000,ISK
2023-04-10,0.8750,GBP
2023-04-10,7.5014,CNY
2023-04-10,23.4090,CZK
2023-04-10,5.5096,BRL
2023-04-10,1.6312,AUD
2023-04-10,1.9558,BGN
2023-04-10,1.4704,CAD
2023-04-10,7.4510,DKK
2023-04-11,5.5072,BRL
2023-04-11,0.8774,GBP
2023-04-11,8.5603,HKD
2023-04-11,23.4690,CZK
2023-04-11,1.6387,AUD
2023-04-11,0.9868,CHF
2023-04-11,7.4505,DKK
2023-04-11,3.9722,ILS
2023-04-11,7.5080,CNY
2023-04-11,89.5205,INR
2023-04-11,1.9558,BGN
2023-04-11,149.5000,ISK
2023-04-11,375.2300,HUF
2023-04-11,1.4732,CAD
2023-04-11,16263.2500,IDR
2023-04-12,4.0138,ILS
2023-04-12,1.9558,BGN
2023-04-12,8.5737,HKD
2023-04-12,1.4728,CAD
2023-04-12,23.4210,CZK
2023-04-12,1.6377,AUD
2023-04-12,7.5183,CNY
2023-04-12,7.4506,DKK
2023-04-12,16253.3200,IDR
2023-04-12,376.2300,HUF
2023-04-12,0.9853,CHF
2023-04-12,149.1000,ISK
2023-04-12,5.4635,BRL
2023-04-12,89.6875,INR
2023-04-12,0.8804,GBP
2023-04-13,0.8806,GBP
2023-04-13,0.9804,CHF
2023-04-13,1.4759,CAD
2023-04-13,7.5758,CNY
2023-04-13,4.0277,ILS
2023-04-13,5.4117,BRL
2023-04-13,1.9558,BGN
2023-04-13,90.1665,INR
2023-04-13,7.4509,DKK
2023-04-13,8.6468,HKD
2023-04-13,374.5500,HUF
2023-04-13,1.6343,AUD
2023-04-13,23.2710,CZK
2023-04-13,16224.9300,IDR
2023-04-13,149.1000,ISK
2023-04-14,8.6797,HKD
2023-04-14,4.0426,ILS
2023-04-14,1.9558,BGN
2023-04-14,7.5761,CNY
2023-04-14,1.4725,CAD
2023-04-14,7.4510,DKK
2023-04-14,373.6800,HUF
2023-04-14,16291.7900,IDR
2023-04-14,149.7000,ISK
2023-04-14,5.4410,BRL
2023-04-14,23.3410,CZK
2023-04-14,1.6309,AUD
2023-04-14,90.3595,INR
2023-04-14,0.8844,GBP
2023-04-14,0.9827,CHF
2023-04-15,4.0426,ILS
2023-04-15,149.7000,ISK
2023-04-15,373.6800,HUF
2023-04-15,5.4410,BRL
2023-04-15,1.4725,CAD
2023-04-15,1.9558,BGN
2023-04-15,90.3595,INR
2023-04-15,0.9827,CHF
2023-04-15,16291.7900,IDR
2023-04-15,0.8844,GBP
2023-04-15,7.4510,DKK
2023-04-15,23.3410,CZK
2023-04-15,7.5761,CNY
2023-04-15,1.6309,AUD
2023-04-15,8.6797,HKD
2023-04-16,0.9827,CHF
2023-04-16,90.3595,INR
2023-04-16,1.9558,BGN
2023-04-16,7.5761,CNY
2023-04-16,4.0426,ILS
2023-04-16,1.6309,AUD
2023-04-16,16291.7900,IDR
2023-04-16,1.4725,CAD
2023-04-16,7.4510,DKK
2023-04-16,23.3410,CZK
2023-04-16,373.6800,HUF
2023-04-16,149.7000,ISK
2023-04-16,5.4410,BRL
2023-04-16,0.8844,GBP
2023-04-16,8.6797,HKD
2023-04-17,90.0607,INR
2023-04-17,4.0005,ILS
2023-04-17,371.7000,HUF
2023-04-17,8.6200,HKD
2023-04-17,7.4520,DKK
2023-04-17,1.4673,CAD
2023-04-17,16299.2200,IDR
2023-04-17,1.9558,BGN
2023-04-17,7.5433,CNY
2023-04-17,1.6356,AUD
2023-04-17,149.7000,ISK
2023-04-17,5.3861,BRL
2023-04-17,23.3450,CZK
2023-04-17,0.9812,CHF
2023-04-17,0.8837,GBP
2023-04-18,16319.2300,IDR
2023-04-18,149.7000,ISK
2023-04-18,3.9937,ILS
2023-04-18,8.6129,HKD
2023-04-18,1.9558,BGN
2023-04-18,7.5436,CNY
2023-04-18,1.4679,CAD
2023-04-18,7.4513,DKK
2023-04-18,371.6800,HUF
2023-04-18,0.8814,GBP
2023-04-18,5.3899,BRL
2023-04-18,0.9831,CHF
2023-04-18,23.3730,CZK
2023-04-18,1.6276,AUD
2023-04-18,89.9955,INR
2023-04-19,5.4843,BRL
2023-04-19,4.0007,ILS
2023-04-19,8.5816,HKD
2023-04-19,1.9558,BGN
2023-04-19,89.8985,INR
2023-04-19,7.5406,CNY
2023-04-19,23.4750,CZK
2023-04-19,16390.2100,IDR
2023-04-19,0.9828,CHF
2023-04-19,1.4698,CAD
2023-04-19,149.5000,ISK
2023-04-19,7.4514,DKK
2023-04-19,376.3500,HUF
2023-04-19,0.8811,GBP
2023-04-19,1.6301,AUD
2023-04-20,5.5484,BRL
2023-04-20,4.0022,ILS
2023-04-20,7.4524,DKK
2023-04-20,8.5907,HKD
2023-04-20,1.6290,AUD
2023-04-20,89.9365,INR
2023-04-20,23.5020,CZK
2023-04-20,149.5000,ISK
2023-04-20,7.5298,CNY
2023-04-20,1.9558,BGN
2023-04-20,0.9810,CHF
2023-04-20,377.6800,HUF
2023-04-20,0.8815,GBP
2023-04-20,16364.8100,IDR
2023-04-20,1.4757,CAD
2023-04-21,0.9795,CHF
2023-04-21,377.2300,HUF
2023-04-21,7.4527,DKK
2023-04-21,4.0175,ILS
2023-04-21,5.5432,BRL
2023-04-21,1.6394,AUD
2023-04-21,8.6157,HKD
2023-04-21,150.1000,ISK
2023-04-21,0.8857,GBP
2023-04-21,16423.0900,IDR
2023-04-21,23.5650,CZK
2023-04-21,7.5619,CNY
2023-04-21,1.9558,BGN
2023-04-21,1.4859,CAD
2023-04-21,90.1090,INR
2023-04-22,8.6157,HKD
2023-04-22,4.0175,ILS
2023-04-22,0.8857,GBP
2023-04-22,23.5650,CZK
2023-04-22,1.6394,AUD
2023-04-22,7.5619,CNY
2023-04-22,377.2300,HUF
2023-04-22,0.9795,CHF
2023-04-22,1.4859,CAD
2023-04-22,90.1090,INR
2023-04-22,150.1000,ISK
2023-04-22,7.4527,DKK
2023-04-22,5.5432,BRL
2023-04-22,1.9558,BGN
2023-04-22,16423.0900,IDR
2023-04-23,7.5619,CNY
2023-04-23,1.9558,BGN
2023-04-23,0.9795,CHF
2023-04-23,377.2300,HUF
2023-04-23,1.4859,CAD
2023-04-23,5.5432,BRL
2023-04-23,1.6394,AUD
2023-04-23,150.1000,ISK
2023-04-23,90.1090,INR
2023-04-23,0.8857,GBP
2023-04-23,23.5650,CZK
2023-04-23,16423.0900,IDR
2023-04-23,4.0175,ILS
2023-04-23,7.4527,DKK
2023-04-23,8.6157,HKD
2023-04-24,23.4390,CZK
2023-04-24,375.1500,HUF
2023-04-24,1.4906,CAD
2023-04-24,0.8846,GBP
2023-04-24,5.5788,BRL
2023-04-24,16447.9900,IDR
2023-04-24,8.6346,HKD
2023-04-24,7.4530,DKK
2023-04-24,1.9558,BGN
2023-04-24,90.1255,INR
2023-04-24,7.5837,CNY
2023-04-24,1.6468,AUD
2023-04-24,150.1000,ISK
2023-04-24,4.0244,ILS
2023-04-24,0.9800,CHF
2023-04-25,4.0146,ILS
2023-04-25,16463.5900,IDR
2023-04-25,90.3310,INR
2023-04-25,150.3000,ISK
2023-04-25,23.4760,CZK
2023-04-25,5.5729,BRL
2023-04-25,1.4984,CAD
2023-04-25,0.9786,CHF
2023-04-25,375.4200,HUF
2023-04-25,0.8864,GBP
2023-04-25,8.6520,HKD
2023-04-25,7.4530,DKK
2023-04-25,7.6289,CNY
2023-04-25,1.9558,BGN
2023-04-25,1.6564,AUD
2023-04-26,0.9824,CHF
2023-04-26,4.0161,ILS
2023-04-26,8.6655,HKD
2023-04-26,16389.5700,IDR
2023-04-26,375.8300,HUF
2023-04-26,1.5035,CAD
2023-04-26,5.5739,BRL
2023-04-26,7.6424,CNY
2023-04-26,7.4534,DKK
2023-04-26,23.4770,CZK
2023-04-26,0.8856,GBP
2023-04-26,149.7000,ISK
2023-04-26,1.6725,AUD
2023-04-26,1.9558,BGN
